Date,Open,High,Low,Close,Adj Close,Volume,Day
2016-05-13,97.459999,97.809998,96.419998,96.769997,96.769997,149800,665
2016-05-16,96.730003,98.18,95.790001,96.5,96.5,198800,666
2016-05-17,96.32,96.32,93.629997,93.910004,93.910004,192300,667
2016-05-18,93.290001,94.959999,91.379997,93.720001,93.720001,263700,668
2016-05-19,93.339996,94.919998,92.970001,94.610001,94.610001,158000,669
2016-05-20,95.209999,97,93.730003,95.25,95.25,125500,670
2016-05-23,95.010002,95.510002,94.110001,95.029999,95.029999,130900,671
2016-05-24,95.660004,97.440002,94.25,97.199997,97.199997,149100,672
2016-05-25,97.589996,98.470001,96.529999,97.809998,97.809998,152300,673
2016-05-26,97.959999,98.260002,97,98.199997,98.199997,141200,674
2016-05-27,98.5,99.660004,97.529999,98.669998,98.669998,156200,675
2016-05-31,99.620003,102.830002,98.510002,102.830002,102.830002,4396100,676
2016-06-01,101.540001,103.949997,101.300003,103.459999,103.459999,416300,677
2016-06-02,103.370003,104.959999,102.18,104.75,104.75,450100,678
2016-06-03,104.489998,104.980003,103.389999,103.879997,103.879997,372200,679
2016-06-06,103.690002,104.459999,103.199997,103.730003,103.730003,293900,680
2016-06-07,103.620003,106.18,103.019997,105.110001,105.110001,357300,681
2016-06-08,105.279999,105.910004,104.57,105.589996,105.589996,174800,682
2016-06-09,105.239998,106.169998,104.360001,105.300003,105.300003,114600,683
2016-06-10,104.660004,105.040001,103.75,103.989998,103.989998,138000,684
2016-06-13,103.790001,103.830002,101.459999,101.489998,101.489998,214000,685
2016-06-14,101.459999,102.040001,100.93,101.660004,101.660004,151800,686
2016-06-15,102.239998,103.459999,101.540001,102.459999,102.459999,163200,687
2016-06-16,101.830002,102.739998,101.400002,102.699997,102.699997,129900,688
2016-06-17,102.739998,102.959999,101.660004,101.709999,101.709999,344200,689
2016-06-20,102.860001,103.029999,101.389999,102.459999,102.459999,166200,690
2016-06-21,102.629997,102.800003,100.900002,101.730003,101.730003,129200,691
2016-06-22,102.059998,102.75,101.610001,101.889999,101.889999,95600,692
2016-06-23,102.330002,103.620003,100.830002,102.870003,102.870003,137800,693
2016-06-24,98.82,99.889999,96.970001,98.730003,98.730003,813800,694
2016-06-27,97.919998,97.919998,95.879997,97.230003,97.230003,260800,695
2016-06-28,97.849998,98.910004,97.669998,98.489998,98.489998,189000,696
2016-06-29,99.620003,101.459999,99.620003,100.790001,100.790001,227000,697
2016-06-30,100.940002,102.93,99.860001,102.839996,102.839996,201000,698
2016-07-01,102.839996,104.089996,102.709999,103.059998,103.059998,132100,699
2016-07-05,102.75,104.989998,100.949997,101.629997,101.629997,107900,700
2016-07-06,101.239998,103.709999,101.239998,103.139999,103.139999,152700,701
2016-07-07,102.949997,103.410004,101.269997,102.690002,102.690002,211500,702
2016-07-08,100.120003,101,98.019997,99.269997,99.269997,491900,703
2016-07-11,99.75,100.889999,99.080002,100.5,100.5,185800,704
2016-07-12,100.330002,101.559998,99.43,100.620003,100.620003,213700,705
2016-07-13,101.110001,101.120003,98.129997,99.849998,99.849998,224000,706
2016-07-14,100.510002,101.230003,99.809998,100.980003,100.980003,280500,707
2016-07-15,101.370003,102.040001,99.849998,101.959999,101.959999,222100,708
2016-07-18,101.709999,101.980003,100.699997,100.879997,100.879997,103000,709
2016-07-19,100.900002,100.900002,99.489998,99.620003,99.620003,98800,710
2016-07-20,100.050003,100.849998,99.309998,100.459999,100.459999,103500,711
2016-07-21,100.620003,100.620003,98.669998,99.010002,99.010002,155300,712
2016-07-22,99.199997,100.269997,98.269997,100.080002,100.080002,83700,713
2016-07-25,100.080002,100.080002,99.110001,99.43,99.43,141700,714
2016-07-26,99.650002,101.260002,99.650002,101,101,165200,715
2016-07-27,100.980003,101.209999,99.5,99.620003,99.620003,155400,716
2016-07-28,99.480003,100.900002,99.410004,99.650002,99.650002,96100,717
2016-07-29,99.769997,100.43,98.900002,99.610001,99.610001,147400,718
2016-08-01,99.769997,99.779999,98.540001,99.220001,99.220001,109900,719
2016-08-02,99.040001,99.040001,96.980003,96.989998,96.989998,160000,720
2016-08-03,96.870003,96.980003,95.300003,95.550003,95.550003,206600,721
2016-08-04,95.779999,96.199997,94.379997,95.900002,95.900002,370900,722
2016-08-05,96.419998,96.669998,95.660004,96.669998,96.669998,161300,723
2016-08-08,96.5,96.5,95.010002,95.690002,95.690002,282600,724
2016-08-09,95.529999,95.529999,92.769997,93.540001,93.540001,329400,725
2016-08-10,93.720001,94.07,91.949997,92.75,92.75,197600,726
2016-08-11,93.279999,93.279999,92.239998,92.410004,92.410004,118300,727
2016-08-12,92.230003,93.010002,91.410004,92.07,92.07,116500,728
2016-08-15,92.07,92.690002,92.010002,92.470001,92.470001,149400,729
2016-08-16,92.370003,92.389999,91.489998,91.769997,91.769997,125000,730
2016-08-17,91.699997,91.699997,89.830002,90.019997,90.019997,195900,731
2016-08-18,90.209999,90.919998,89.800003,89.980003,89.980003,220800,732
2016-08-19,91.400002,92.730003,90.540001,92.209999,92.209999,509300,733
2016-08-22,92.18,92.209999,90.900002,90.989998,90.989998,157900,734
2016-08-23,91.449997,91.699997,90.669998,91.239998,91.239998,130500,735
2016-08-24,90.989998,90.989998,89.599998,90.099998,90.099998,107300,736
2016-08-25,89.910004,90.989998,89.660004,90.940002,90.940002,158300,737
2016-08-26,91.110001,93.169998,91.110001,92.760002,92.760002,290500,738
2016-08-29,93.089996,93.300003,91.75,91.849998,91.849998,138700,739
2016-08-30,91.879997,92.540001,90.68,91.139999,91.139999,133300,740
2016-08-31,90.830002,91.550003,89.769997,90.339996,90.339996,121900,741
2016-09-01,90.559998,90.620003,89.440002,90.309998,90.309998,113900,742
2016-09-02,90.790001,91.879997,90.790001,91.199997,91.199997,224700,743
2016-09-06,90.970001,91.059998,90.040001,90.959999,90.959999,137600,744
2016-09-07,90.919998,91.489998,89.959999,90.699997,90.699997,144300,745
2016-09-08,90.980003,92.75,90.82,92.269997,92.269997,213400,746
2016-09-09,91.739998,91.739998,88.739998,88.779999,88.779999,202000,747
2016-09-12,88.389999,89.980003,88.309998,89.949997,89.949997,121900,748
2016-09-13,89.32,89.889999,88.269997,88.730003,88.730003,177600,749
2016-09-14,89.010002,89.650002,87.870003,88.18,88.18,121700,750
2016-09-15,88,88.879997,86.190002,87.18,87.18,205200,751
2016-09-16,86.900002,86.900002,85.07,85.400002,85.400002,387800,752
2016-09-19,85.57,86.550003,85.160004,85.970001,85.970001,145400,753
2016-09-20,86.449997,86.989998,85.739998,86.75,86.75,130400,754
2016-09-21,87.089996,88,86.43,87.910004,87.910004,101400,755
2016-09-22,88.529999,89.870003,87.400002,87.910004,87.910004,198200,756
2016-09-23,87.849998,88.529999,87.029999,87.110001,87.110001,101700,757
2016-09-26,86.830002,87.980003,86.660004,87.18,87.18,213200,758
2016-09-27,86.830002,87.720001,85.540001,86.470001,86.470001,173500,759
2016-09-28,86.089996,86.730003,85.080002,85.580002,85.580002,211800,760
2016-09-29,85.650002,85.800003,84.279999,84.690002,84.690002,188300,761
2016-09-30,85.32,86.519997,84.330002,86.169998,86.169998,376800,762
2016-10-03,86.139999,86.720001,85.190002,86.199997,86.199997,166000,763
2016-10-04,86.550003,87.129997,85.900002,86.589996,86.589996,138900,764
2016-10-05,86.669998,87.25,86.199997,86.5,86.5,289300,765
2016-10-06,86.279999,87.050003,85.419998,86.870003,86.870003,342500,766
2016-10-07,85.260002,85.410004,80.209999,80.690002,80.690002,926500,767
2016-10-10,80.910004,81.639999,80.089996,80.25,80.25,299200,768
2016-10-11,79.980003,80.790001,79.82,80.230003,80.230003,259100,769
2016-10-12,80.260002,84.519997,79.010002,84.440002,84.440002,729700,770
2016-10-13,84,84,82.690002,83.059998,83.059998,401900,771
2016-10-14,83.43,83.889999,82.699997,82.809998,82.809998,219700,772
2016-10-17,82.550003,83.099998,81.400002,82.349998,82.349998,166400,773
2016-10-18,83.099998,83.199997,82.349998,82.449997,82.449997,133800,774
2016-10-19,82.349998,83.650002,81.400002,81.800003,81.800003,253100,775
2016-10-20,81.400002,81.949997,80.25,80.75,80.75,243600,776
2016-10-21,80.400002,81,80.050003,80.900002,80.900002,253000,777
2016-10-24,81.449997,82.279999,81.199997,82.099998,82.099998,228000,778
2016-10-25,82.150002,82.349998,81.300003,81.449997,81.449997,268500,779
2016-10-26,81.150002,81.650002,78.900002,79.25,79.25,305000,780
2016-10-27,79.699997,79.699997,77.699997,78.150002,78.150002,254900,781
2016-10-28,77.75,79.650002,77.699997,79.650002,79.650002,371100,782
2016-10-31,80.050003,81.699997,79.550003,81.5,81.5,272300,783
2016-11-01,81.5,82.199997,80.599998,81.150002,81.150002,293600,784
2016-11-02,81.199997,82.300003,77.5,80.75,80.75,192800,785
2016-11-03,80.75,80.849998,79.75,80.050003,80.050003,154700,786
2016-11-04,80.300003,81.550003,79.949997,79.949997,79.949997,132100,787
2016-11-07,81.699997,81.699997,80.400002,80.699997,80.699997,119700,788
2016-11-08,80.300003,81.75,79.059998,81.099998,81.099998,86000,789
2016-11-09,79.900002,83.25,78.5,82.949997,82.949997,185400,790
2016-11-10,83.699997,84.150002,82.050003,82.199997,82.199997,256300,791
2016-11-11,82.449997,86.650002,82.199997,85.949997,85.949997,315700,792
2016-11-14,86.650002,87.25,85.93,86.599998,86.599998,183400,793
2016-11-15,86.800003,87.25,86.099998,86.550003,86.550003,163200,794
2016-11-16,86.550003,87.150002,86,86.949997,86.949997,144000,795
2016-11-17,87.550003,87.699997,86.699997,87.150002,87.150002,173400,796
2016-11-18,87.150002,87.5,86.050003,87.25,87.25,212400,797
2016-11-21,87.5,87.5,86.199997,87.349998,87.349998,147100,798
2016-11-22,87.5,88.25,87.400002,88.199997,88.199997,182300,799
2016-11-23,88.300003,89,87.209999,88.849998,88.849998,90300,800
2016-11-25,89.050003,89.949997,88.629997,89.650002,89.650002,104200,801
2016-11-28,89.449997,90.400002,88.550003,88.800003,88.800003,140800,802
2016-11-29,89.099998,89.349998,87.75,87.849998,87.849998,143500,803
2016-11-30,88.300003,88.300003,84.75,85.099998,85.099998,205500,804
2016-12-01,84.949997,86.650002,83.25,84.300003,84.300003,224400,805
2016-12-02,83.949997,84.800003,83.300003,83.449997,83.449997,179100,806
2016-12-05,84.050003,85.050003,83.75,84.300003,84.300003,423400,807
2016-12-06,84.650002,84.650002,82,83,83,243400,808
2016-12-07,81,81.800003,79.900002,80.5,80.5,359600,809
2016-12-08,80.449997,81.800003,80,81.699997,81.699997,258600,810
2016-12-09,82,84.050003,80.709999,83.900002,83.900002,152200,811
2016-12-12,83.849998,84.449997,83,84.300003,84.300003,147200,812
2016-12-13,84.599998,85.050003,83.900002,84.25,84.25,378600,813
